,base_name,label,x,y,r,complete
30,VID_20220217_110920_F0.png,val_2,907,559,NULL,False
31,VID_20220217_110920_F0.png,baya,341,390,23.84111,True
33,VID_20220217_110920_F0.png,baya,532,293,22.19333,True
35,VID_20220217_110920_F0.png,baya,559,345,20.92755,True
37,VID_20220217_110920_F0.png,baya,662,331,21.96389,True
39,VID_20220217_110920_F0.png,keypoint,972,319,NULL,False
40,VID_20220217_110920_F0.png,keypoint,869,168,NULL,False
41,VID_20220217_110920_F0.png,keypoint,501,162,NULL,False
42,VID_20220217_110920_F0.png,keypoint,766,233,NULL,False
43,VID_20220217_110920_F0.png,cal_2,785,559,NULL,False
46,VID_20220217_110920_F0.png,baya,427,330,22.13141,True
48,VID_20220217_110920_F0.png,baya,649,373,20.44488,True
50,VID_20220217_110920_F0.png,baya,465,338,22.91579,True
52,VID_20220217_110920_F0.png,baya,709,371,20.57135,False
54,VID_20220217_110920_F0.png,baya,330,359,24.29722,False
56,VID_20220217_110920_F0.png,baya,494,294,21.62971,False
58,VID_20220217_110920_F0.png,baya,410,315,19.37338,False
60,VID_20220217_110920_F0.png,baya,524,406,21.02761,False
62,VID_20220217_110920_F0.png,baya,520,361,20.1879,False
64,VID_20220217_110920_F0.png,baya,357,397,20.49088,False
66,VID_20220217_110920_F0.png,baya,592,381,20.57436,False
68,VID_20220217_110920_F0.png,baya,741,424,22.17006,False
70,VID_20220217_110920_F0.png,baya,462,312,23.2048,False
72,VID_20220217_110920_F0.png,baya,539,396,24.51841,True
74,VID_20220217_110920_F0.png,baya,640,465,22.41749,True
77,VID_20220217_110920_F0.png,baya,396,409,22.10713,True
79,VID_20220217_110920_F0.png,val_1,931,559,NULL,False
82,VID_20220217_110920_F0.png,baya,371,332,25.66449,True
84,VID_20220217_110920_F0.png,baya,590,305,19.34977,True
0,VID_20220217_105956_F0.png,baya,629,310,20.15579,False
1,VID_20220217_105956_F0.png,baya,699,399,23.81365,True
4,VID_20220217_105956_F0.png,cal_2,666,164,NULL,False
5,VID_20220217_105956_F0.png,baya,921,375,24.72428,True
7,VID_20220217_105956_F0.png,baya,827,394,23.67995,True
9,VID_20220217_105956_F0.png,baya,569,254,18.51486,True
11,VID_20220217_105956_F0.png,baya,823,437,21.35907,True
13,VID_20220217_105956_F0.png,baya,687,349,23.14822,True
15,VID_20220217_105956_F0.png,baya,853,358,23.63578,True
18,VID_20220217_105956_F0.png,baya,618,291,20.59733,True
20,VID_20220217_105956_F0.png,val_2,402,163,NULL,False
22,VID_20220217_105956_F0.png,baya,535,285,23.31223,True
24,VID_20220217_105956_F0.png,baya,706,303,18.76726,True
26,VID_20220217_105956_F0.png,baya,651,276,19.9542,True
28,VID_20220217_105956_F0.png,baya,873,394,21.47091,True
30,VID_20220217_105956_F0.png,baya,688,263,19.44865,True
32,VID_20220217_105956_F0.png,baya,611,251,18.96365,True
34,VID_20220217_105956_F0.png,baya,648,412,21.63909,True
36,VID_20220217_105956_F0.png,baya,945,405,22.98565,True
38,VID_20220217_105956_F0.png,baya,733,324,19.91231,True
40,VID_20220217_105956_F0.png,baya,808,355,21.32346,True
42,VID_20220217_105956_F0.png,baya,784,418,21.63331,True
44,VID_20220217_105956_F0.png,baya,641,214,22.05312,True
46,VID_20220217_105956_F0.png,baya,725,369,24.54649,True
51,VID_20220217_105956_F0.png,val_2,454,164,NULL,False
52,VID_20220217_105956_F0.png,val_1,322,164,NULL,False
54,VID_20220217_105956_F0.png,cal_1,613,164,NULL,False
56,VID_20220217_105956_F0.png,baya,591,325,18.20357,True
59,VID_20220217_105956_F0.png,baya,593,215,20.99143,True
61,VID_20220217_105956_F0.png,baya,793,317,20.45703,True
63,VID_20220217_105956_F0.png,baya,600,389,22.09117,True
65,VID_20220217_105956_F0.png,baya,765,353,19.03733,True
67,VID_20220217_105956_F0.png,baya,711,227,19.77397,True
70,VID_20220217_105956_F0.png,val_1,375,163,NULL,False
71,VID_20220217_105956_F0.png,baya,882,343,26.40076,True
73,VID_20220217_105956_F0.png,keypoint,583,497,NULL,False
74,VID_20220217_105956_F0.png,keypoint,907,470,NULL,False
75,VID_20220217_105956_F0.png,keypoint,821,545,NULL,False
76,VID_20220217_105956_F0.png,keypoint,459,574,NULL,False
77,VID_20220217_105956_F0.png,baya,682,203,20.05243,True
79,VID_20220217_105956_F0.png,baya,934,362,21.28967,False
81,VID_20220217_105956_F0.png,baya,629,402,21.63,False
83,VID_20220217_105956_F0.png,baya,732,293,20.62353,False
85,VID_20220217_105956_F0.png,baya,751,322,21.05533,False
87,VID_20220217_105956_F0.png,baya,623,349,23.71849,False
89,VID_20220217_105956_F0.png,baya,749,407,21.80846,False
91,VID_20220217_105956_F0.png,baya,933,435,21.3369,False
92,VID_20220217_105956_F0.png,baya,693,302,20.67124,False
93,VID_20220217_105956_F0.png,baya,741,381,21.91028,False
94,VID_20220217_105956_F0.png,baya,626,203,21.1549,False
96,VID_20220217_105956_F0.png,baya,836,332,23.05862,False
98,VID_20220217_105956_F0.png,baya,805,308,22.44325,False
100,VID_20220217_105956_F0.png,baya,661,324,20.87881,True
102,VID_20220217_105956_F0.png,baya,852,444,24.25243,True
103,VID_20220217_105956_F0.png,baya,899,417,23.96102,True
0,VID_20220217_105931_F0.png,baya,875,323,28.86884,True
2,VID_20220217_105931_F0.png,baya,1091,373,22.35622,True
4,VID_20220217_105931_F0.png,baya,1114,419,25.40021,True
6,VID_20220217_105931_F0.png,baya,1162,419,24.55437,False
8,VID_20220217_105931_F0.png,baya,1045,482,27.87154,True
10,VID_20220217_105931_F0.png,baya,1014,451,25.95905,True
12,VID_20220217_105931_F0.png,baya,771,544,27.50891,True
14,VID_20220217_105931_F0.png,baya,695,470,20.33276,True
16,VID_20220217_105931_F0.png,baya,680,430,21.21393,True
18,VID_20220217_105931_F0.png,baya,999,370,23.01706,True
20,VID_20220217_105931_F0.png,baya,650,285,24.03771,True
22,VID_20220217_105931_F0.png,val_2,446,185,NULL,False
24,VID_20220217_105931_F0.png,baya,913,409,24.05693,True
28,VID_20220217_105931_F0.png,baya,983,310,24.66093,False
30,VID_20220217_105931_F0.png,baya,966,451,26.13291,False
32,VID_20220217_105931_F0.png,baya,894,439,29.0097,False
34,VID_20220217_105931_F0.png,baya,858,489,27.98057,False
36,VID_20220217_105931_F0.png,baya,749,472,27.60442,False
38,VID_20220217_105931_F0.png,baya,742,539,23.65572,False
40,VID_20220217_105931_F0.png,baya,733,501,22.55795,False
42,VID_20220217_105931_F0.png,baya,683,380,25.58941,False
44,VID_20220217_105931_F0.png,baya,1147,440,27.51091,False
46,VID_20220217_105931_F0.png,baya,916,325,29.23549,True
48,VID_20220217_105931_F0.png,baya,871,292,23.75056,False
50,VID_20220217_105931_F0.png,baya,1020,334,30.20433,False
52,VID_20220217_105931_F0.png,baya,853,376,26.17095,True
54,VID_20220217_105931_F0.png,baya,939,434,25.44784,False
56,VID_20220217_105931_F0.png,baya,1130,382,25.73588,False
58,VID_20220217_105931_F0.png,baya,714,324,24.20739,False
60,VID_20220217_105931_F0.png,baya,702,292,23.92743,False
62,VID_20220217_105931_F0.png,baya,808,323,26.75301,False
64,VID_20220217_105931_F0.png,baya,846,288,24.69195,False
66,VID_20220217_105931_F0.png,baya,813,502,22.22454,False
68,VID_20220217_105931_F0.png,baya,1071,435,24.90544,True
70,VID_20220217_105931_F0.png,cal_1,532,185,NULL,False
72,VID_20220217_105931_F0.png,baya,808,428,26.30724,True
74,VID_20220217_105931_F0.png,baya,755,442,26.73871,True
76,VID_20220217_105931_F0.png,baya,650,336,25.9047,True
78,VID_20220217_105931_F0.png,baya,839,458,27.04193,True
80,VID_20220217_105931_F0.png,baya,729,360,30.97388,True
83,VID_20220217_105931_F0.png,val_1,418,185,NULL,False
85,VID_20220217_105931_F0.png,val_2,503,185,NULL,False
86,VID_20220217_105931_F0.png,baya,932,298,27.25882,True
88,VID_20220217_105931_F0.png,baya,1101,470,27.86357,True
92,VID_20220217_105931_F0.png,baya,972,328,28.94432,True
94,VID_20220217_105931_F0.png,baya,609,317,23.64819,True
96,VID_20220217_105931_F0.png,baya,1034,406,28.94426,True
98,VID_20220217_105931_F0.png,baya,799,333,28.8189,True
100,VID_20220217_105931_F0.png,baya,707,401,26.68301,True
103,VID_20220217_105931_F0.png,cal_2,589,185,NULL,False
104,VID_20220217_105931_F0.png,baya,945,372,26.13841,True
106,VID_20220217_105931_F0.png,baya,1064,376,25.27774,True
108,VID_20220217_105931_F0.png,val_1,362,185,NULL,False
110,VID_20220217_105931_F0.png,keypoint,381,460,NULL,False
111,VID_20220217_105931_F0.png,keypoint,1088,600,NULL,False
112,VID_20220217_105931_F0.png,keypoint,640,557,NULL,False
113,VID_20220217_105931_F0.png,keypoint,503,634,NULL,False
114,VID_20220217_105931_F0.png,baya,752,329,25.18408,True
116,VID_20220217_105931_F0.png,baya,803,472,26.80975,True
0,VID_20220217_105846_F0.png,baya,845,368,32.35575,False
2,VID_20220217_105846_F0.png,baya,688,281,29.30973,False
4,VID_20220217_105846_F0.png,baya,1055,427,30.65488,True
6,VID_20220217_105846_F0.png,keypoint,986,533,NULL,False
7,VID_20220217_105846_F0.png,keypoint,896,634,NULL,False
8,VID_20220217_105846_F0.png,keypoint,457,665,NULL,False
9,VID_20220217_105846_F0.png,keypoint,605,580,NULL,False
10,VID_20220217_105846_F0.png,cal_1,627,170,NULL,False
12,VID_20220217_105846_F0.png,baya,648,322,29.06303,True
14,VID_20220217_105846_F0.png,baya,900,338,32.72736,True
16,VID_20220217_105846_F0.png,baya,779,301,31.84494,True
19,VID_20220217_105846_F0.png,baya,769,248,32.27042,True
21,VID_20220217_105846_F0.png,baya,633,272,28.60944,True
23,VID_20220217_105846_F0.png,baya,1000,319,31.44726,True
25,VID_20220217_105846_F0.png,baya,765,413,27.77355,True
27,VID_20220217_105846_F0.png,baya,590,363,29.16196,True
29,VID_20220217_105846_F0.png,baya,637,374,29.50542,True
31,VID_20220217_105846_F0.png,baya,582,250,29.0663,True
34,VID_20220217_105846_F0.png,cal_2,690,169,NULL,False
35,VID_20220217_105846_F0.png,baya,729,319,30.01283,True
37,VID_20220217_105846_F0.png,baya,588,310,30.69365,True
39,VID_20220217_105846_F0.png,baya,955,317,31.7956,True
42,VID_20220217_105846_F0.png,val_1,345,176,NULL,False
44,VID_20220217_105846_F0.png,val_2,439,174,NULL,False
46,VID_20220217_105846_F0.png,baya,992,378,32.63372,True
48,VID_20220217_105846_F0.png,baya,686,357,28.82776,True
51,VID_20220217_105846_F0.png,val_1,281,177,NULL,False
53,VID_20220217_105846_F0.png,val_2,376,175,NULL,False
55,VID_20220217_105846_F0.png,baya,709,406,31.93196,True
57,VID_20220217_105846_F0.png,baya,914,277,29.43077,True
60,VID_20220217_105846_F0.png,baya,597,429,28.32137,True
62,VID_20220217_105846_F0.png,baya,843,317,33.44981,True
64,VID_20220217_105846_F0.png,baya,714,263,30.12391,True
66,VID_20220217_105846_F0.png,baya,1018,473,25.71873,True
68,VID_20220217_105846_F0.png,baya,1074,466,29.31396,True
70,VID_20220217_105846_F0.png,baya,948,346,31.26291,True
72,VID_20220217_105846_F0.png,baya,649,466,30.3712,False
74,VID_20220217_105846_F0.png,baya,837,247,29.05366,False
76,VID_20220217_105846_F0.png,baya,809,262,27.41751,False
78,VID_20220217_105846_F0.png,baya,618,211,24.38237,False
80,VID_20220217_105846_F0.png,baya,1028,297,30.4475,False
82,VID_20220217_105846_F0.png,baya,896,241,32.34471,False
84,VID_20220217_105846_F0.png,baya,558,331,30.00091,False
86,VID_20220217_105846_F0.png,baya,624,486,28.42749,False
88,VID_20220217_105846_F0.png,baya,692,443,28.96003,False
90,VID_20220217_105846_F0.png,baya,748,453,28.13733,False
92,VID_20220217_105846_F0.png,baya,831,406,28.19489,False
94,VID_20220217_105846_F0.png,baya,880,404,29.2818,False
96,VID_20220217_105846_F0.png,baya,902,381,29.71212,False
98,VID_20220217_105846_F0.png,baya,937,396,29.54012,False
100,VID_20220217_105846_F0.png,baya,1004,406,28.95039,False
102,VID_20220217_105846_F0.png,baya,1044,377,29.14525,False
103,VID_20220217_105846_F0.png,baya,1082,431,25.92961,False
104,VID_20220217_105846_F0.png,baya,954,417,28.07975,False
106,VID_20220217_105846_F0.png,baya,951,433,26.82613,False
108,VID_20220217_105846_F0.png,baya,943,251,27.1878,False
109,VID_20220217_105846_F0.png,baya,734,234,27.19118,False
110,VID_20220217_105846_F0.png,baya,980,281,25.89521,False
111,VID_20220217_105846_F0.png,baya,649,240,32.25911,False
113,VID_20220217_105846_F0.png,baya,861,275,27.62607,False
115,VID_20220217_105846_F0.png,baya,555,273,28.20018,False
117,VID_20220217_105846_F0.png,baya,798,352,30.62255,False
119,VID_20220217_105846_F0.png,baya,950,284,32.74202,False
121,VID_20220217_105846_F0.png,baya,573,223,27.23821,False
123,VID_20220217_105846_F0.png,baya,1024,353,30.79627,False
0,VID_20220217_105816_F0.png,baya,439,407,22.38282,False
1,VID_20220217_105816_F0.png,keypoint,831,277,NULL,False
2,VID_20220217_105816_F0.png,baya,516,436,27.82511,True
4,VID_20220217_105816_F0.png,baya,369,330,27.31755,True
7,VID_20220217_105816_F0.png,baya,662,357,30.40077,True
9,VID_20220217_105816_F0.png,baya,500,323,27.5955,True
11,VID_20220217_105816_F0.png,baya,494,373,27.02812,False
13,VID_20220217_105816_F0.png,baya,397,392,26.49698,False
15,VID_20220217_105816_F0.png,baya,585,261,28.26677,True
17,VID_20220217_105816_F0.png,baya,672,288,24.05611,False
19,VID_20220217_105816_F0.png,baya,677,282,25.12301,False
21,VID_20220217_105816_F0.png,baya,500,249,25.40788,False
22,VID_20220217_105816_F0.png,baya,503,283,24.00316,False
24,VID_20220217_105816_F0.png,baya,622,412,28.61973,False
26,VID_20220217_105816_F0.png,baya,698,380,24.20367,False
28,VID_20220217_105816_F0.png,baya,352,303,23.52298,False
29,VID_20220217_105816_F0.png,baya,438,391,26.84192,False
31,VID_20220217_105816_F0.png,baya,388,301,26.00085,False
32,VID_20220217_105816_F0.png,baya,572,390,27.94398,False
34,VID_20220217_105816_F0.png,baya,356,379,25.99827,False
36,VID_20220217_105816_F0.png,baya,315,386,26.45924,False
38,VID_20220217_105816_F0.png,baya,330,335,26.25709,False
40,VID_20220217_105816_F0.png,baya,477,414,24.52001,False
42,VID_20220217_105816_F0.png,baya,540,375,25.82873,False
44,VID_20220217_105816_F0.png,baya,695,355,20.93619,False
46,VID_20220217_105816_F0.png,baya,587,252,26.61801,False
49,VID_20220217_105816_F0.png,val_2,827,553,NULL,False
50,VID_20220217_105816_F0.png,baya,402,366,24.58798,True
52,VID_20220217_105816_F0.png,cal_1,798,552,NULL,False
54,VID_20220217_105816_F0.png,val_1,974,558,NULL,False
56,VID_20220217_105816_F0.png,baya,436,273,26.69908,True
58,VID_20220217_105816_F0.png,baya,592,378,28.82713,True
61,VID_20220217_105816_F0.png,val_1,915,556,NULL,False
65,VID_20220217_105816_F0.png,baya,539,235,28.17773,True
67,VID_20220217_105816_F0.png,baya,572,431,25.70658,True
69,VID_20220217_105816_F0.png,baya,543,288,28.14237,True
72,VID_20220217_105816_F0.png,cal_2,740,551,NULL,False
73,VID_20220217_105816_F0.png,baya,561,339,27.11009,True
75,VID_20220217_105816_F0.png,baya,416,313,26.89198,True
77,VID_20220217_105816_F0.png,baya,452,355,26.67138,True
79,VID_20220217_105816_F0.png,baya,673,307,26.16296,True
81,VID_20220217_105816_F0.png,baya,644,273,23.16997,True
83,VID_20220217_105816_F0.png,val_2,886,555,NULL,False
85,VID_20220217_105816_F0.png,keypoint,829,100,NULL,False
86,VID_20220217_105816_F0.png,keypoint,375,102,NULL,False
87,VID_20220217_105816_F0.png,keypoint,688,179,NULL,False
0,VID_20220217_105729_F0.png,baya,802,490,26.16448,True
2,VID_20220217_105729_F0.png,baya,560,325,25.49216,True
4,VID_20220217_105729_F0.png,baya,643,485,28.70418,True
6,VID_20220217_105729_F0.png,baya,1134,409,27.43028,True
8,VID_20220217_105729_F0.png,baya,685,277,25.4527,True
10,VID_20220217_105729_F0.png,baya,721,475,25.63825,True
12,VID_20220217_105729_F0.png,baya,583,429,27.59366,True
14,VID_20220217_105729_F0.png,baya,847,466,29.52372,True
16,VID_20220217_105729_F0.png,baya,597,277,25.86523,True
18,VID_20220217_105729_F0.png,baya,955,461,29.66968,True
20,VID_20220217_105729_F0.png,baya,699,481,29.23577,True
23,VID_20220217_105729_F0.png,baya,985,393,27.67237,True
25,VID_20220217_105729_F0.png,baya,1099,367,27.60163,False
27,VID_20220217_105729_F0.png,baya,547,361,24.84552,False
29,VID_20220217_105729_F0.png,baya,1087,376,25.39488,False
31,VID_20220217_105729_F0.png,baya,596,380,26.12968,False
33,VID_20220217_105729_F0.png,baya,679,348,28.4007,False
35,VID_20220217_105729_F0.png,baya,1035,367,26.12834,False
37,VID_20220217_105729_F0.png,baya,1059,461,29.31024,False
39,VID_20220217_105729_F0.png,baya,748,445,26.319,False
41,VID_20220217_105729_F0.png,baya,1019,377,25.89401,False
43,VID_20220217_105729_F0.png,baya,675,458,26.91357,False
47,VID_20220217_105729_F0.png,val_2,444,202,NULL,False
48,VID_20220217_105729_F0.png,val_1,290,202,NULL,False
50,VID_20220217_105729_F0.png,baya,855,390,29.15956,True
52,VID_20220217_105729_F0.png,baya,723,357,26.87787,True
55,VID_20220217_105729_F0.png,baya,1065,408,28.80625,True
57,VID_20220217_105729_F0.png,baya,598,482,27.41842,True
59,VID_20220217_105729_F0.png,baya,795,381,27.77517,True
61,VID_20220217_105729_F0.png,baya,673,385,28.11139,True
63,VID_20220217_105729_F0.png,baya,1026,445,29.05581,True
65,VID_20220217_105729_F0.png,keypoint,455,681,NULL,False
66,VID_20220217_105729_F0.png,keypoint,601,601,NULL,False
67,VID_20220217_105729_F0.png,keypoint,999,557,NULL,False
68,VID_20220217_105729_F0.png,keypoint,896,630,NULL,False
69,VID_20220217_105729_F0.png,val_2,382,202,NULL,False
73,VID_20220217_105729_F0.png,cal_2,688,201,NULL,False
75,VID_20220217_105729_F0.png,val_1,351,202,NULL,False
76,VID_20220217_105729_F0.png,cal_1,627,201,NULL,False
78,VID_20220217_105729_F0.png,baya,690,515,27.83095,False
80,VID_20220217_105729_F0.png,baya,973,468,23.93849,False
81,VID_20220217_105729_F0.png,baya,831,372,25.39073,False
82,VID_20220217_105729_F0.png,baya,650,313,24.66309,False
84,VID_20220217_105729_F0.png,baya,641,399,25.82071,False
86,VID_20220217_105729_F0.png,baya,682,421,27.49002,False
88,VID_20220217_105729_F0.png,baya,633,518,26.91966,False
90,VID_20220217_105729_F0.png,baya,780,375,24.67,False
92,VID_20220217_105729_F0.png,baya,897,379,28.42886,False
94,VID_20220217_105729_F0.png,baya,914,499,25.95149,False
96,VID_20220217_105729_F0.png,baya,946,389,25.61347,False
98,VID_20220217_105729_F0.png,baya,637,266,22.98282,False
100,VID_20220217_105729_F0.png,baya,875,493,26.20687,False
0,VID_20220217_105657_F0.png,baya,1019,347,22.00568,False
3,VID_20220217_105657_F0.png,val_2,453,174,NULL,False
4,VID_20220217_105657_F0.png,cal_1,624,174,NULL,False
6,VID_20220217_105657_F0.png,baya,763,280,25.27706,True
8,VID_20220217_105657_F0.png,baya,949,388,21.69332,True
10,VID_20220217_105657_F0.png,baya,896,358,25.30613,True
12,VID_20220217_105657_F0.png,baya,964,314,23.46955,True
14,VID_20220217_105657_F0.png,baya,795,384,25.60957,True
16,VID_20220217_105657_F0.png,baya,672,336,29.05065,True
19,VID_20220217_105657_F0.png,baya,1014,316,25.07927,True
21,VID_20220217_105657_F0.png,baya,596,279,21.86001,True
23,VID_20220217_105657_F0.png,baya,991,375,21.17664,True
25,VID_20220217_105657_F0.png,baya,728,338,26.53394,True
27,VID_20220217_105657_F0.png,baya,721,292,23.86734,True
29,VID_20220217_105657_F0.png,baya,586,315,23.4719,True
31,VID_20220217_105657_F0.png,baya,576,427,21.90205,True
33,VID_20220217_105657_F0.png,baya,871,297,24.83647,True
35,VID_20220217_105657_F0.png,val_2,395,174,NULL,False
38,VID_20220217_105657_F0.png,baya,575,380,24.30741,True
40,VID_20220217_105657_F0.png,baya,639,246,25.68463,True
42,VID_20220217_105657_F0.png,val_1,308,174,NULL,False
46,VID_20220217_105657_F0.png,cal_2,681,175,NULL,False
48,VID_20220217_105657_F0.png,val_1,366,174,NULL,False
49,VID_20220217_105657_F0.png,baya,665,428,28.52718,True
52,VID_20220217_105657_F0.png,keypoint,602,537,NULL,False
53,VID_20220217_105657_F0.png,keypoint,873,563,NULL,False
54,VID_20220217_105657_F0.png,keypoint,464,621,NULL,False
55,VID_20220217_105657_F0.png,keypoint,968,498,NULL,False
56,VID_20220217_105657_F0.png,baya,726,423,27.23564,True
58,VID_20220217_105657_F0.png,baya,751,395,28.83123,True
60,VID_20220217_105657_F0.png,baya,580,470,21.95257,True
62,VID_20220217_105657_F0.png,baya,615,253,23.30086,False
64,VID_20220217_105657_F0.png,baya,812,336,28.11441,False
66,VID_20220217_105657_F0.png,baya,671,299,23.21745,False
68,VID_20220217_105657_F0.png,baya,697,273,23.61356,False
70,VID_20220217_105657_F0.png,baya,919,377,19.7366,False
72,VID_20220217_105657_F0.png,baya,852,376,22.2226,False
74,VID_20220217_105657_F0.png,baya,825,406,22.3222,False
75,VID_20220217_105657_F0.png,baya,788,419,24.30869,False
77,VID_20220217_105657_F0.png,baya,583,286,21.9092,False
79,VID_20220217_105657_F0.png,baya,659,409,26.84027,False
81,VID_20220217_105657_F0.png,baya,736,446,26.21536,False
83,VID_20220217_105657_F0.png,baya,656,453,23.02461,False
85,VID_20220217_105657_F0.png,baya,610,452,22.02781,False
87,VID_20220217_105657_F0.png,baya,851,278,23.21379,False
89,VID_20220217_105657_F0.png,baya,812,351,26.90818,False
91,VID_20220217_105657_F0.png,baya,792,287,23.40085,False
0,VID_20220217_105612_F0.png,baya,873,388,24.02287,False
2,VID_20220217_105612_F0.png,baya,744,346,25.77378,False
4,VID_20220217_105612_F0.png,baya,506,297,23.4051,False
6,VID_20220217_105612_F0.png,baya,927,402,21.97632,False
8,VID_20220217_105612_F0.png,baya,847,363,22.54481,False
10,VID_20220217_105612_F0.png,baya,631,479,21.65647,False
12,VID_20220217_105612_F0.png,baya,618,438,22.28853,False
14,VID_20220217_105612_F0.png,baya,562,257,25.71071,True
16,VID_20220217_105612_F0.png,baya,713,184,23.12566,True
18,VID_20220217_105612_F0.png,baya,684,346,26.98684,True
21,VID_20220217_105612_F0.png,cal_2,502,166,NULL,False
22,VID_20220217_105612_F0.png,baya,690,437,23.89861,True
24,VID_20220217_105612_F0.png,baya,903,416,22.84022,True
26,VID_20220217_105612_F0.png,baya,713,484,24.98701,True
29,VID_20220217_105612_F0.png,baya,636,364,24.35795,True
31,VID_20220217_105612_F0.png,baya,943,447,23.83967,True
33,VID_20220217_105612_F0.png,baya,634,287,19.36096,True
36,VID_20220217_105612_F0.png,baya,779,441,22.79621,True
38,VID_20220217_105612_F0.png,cal_1,446,165,NULL,False
41,VID_20220217_105612_F0.png,val_1,335,162,NULL,False
42,VID_20220217_105612_F0.png,baya,583,286,23.22283,True
44,VID_20220217_105612_F0.png,baya,695,237,22.59042,True
46,VID_20220217_105612_F0.png,baya,718,328,24.32987,True
49,VID_20220217_105612_F0.png,baya,533,313,23.13627,True
51,VID_20220217_105612_F0.png,baya,731,409,26.01485,True
53,VID_20220217_105612_F0.png,baya,742,216,23.50048,True
55,VID_20220217_105612_F0.png,baya,891,474,22.55983,True
57,VID_20220217_105612_F0.png,keypoint,856,623,NULL,False
58,VID_20220217_105612_F0.png,keypoint,529,556,NULL,False
59,VID_20220217_105612_F0.png,keypoint,298,432,NULL,False
60,VID_20220217_105612_F0.png,baya,634,235,24.25963,True
62,VID_20220217_105612_F0.png,val_1,279,161,NULL,False
64,VID_20220217_105612_F0.png,baya,756,471,23.03865,True
66,VID_20220217_105612_F0.png,baya,678,290,21.80031,True
68,VID_20220217_105612_F0.png,baya,789,376,24.71498,True
70,VID_20220217_105612_F0.png,val_2,362,163,NULL,False
72,VID_20220217_105612_F0.png,baya,862,410,24.90264,True
74,VID_20220217_105612_F0.png,baya,597,484,24.0859,True
77,VID_20220217_105612_F0.png,baya,853,472,23.44012,True
79,VID_20220217_105612_F0.png,baya,728,258,21.12762,True
82,VID_20220217_105612_F0.png,val_2,418,165,NULL,False
83,VID_20220217_105612_F0.png,baya,598,229,23.77118,True
85,VID_20220217_105612_F0.png,baya,819,434,23.42555,True
87,VID_20220217_105612_F0.png,keypoint,395,610,NULL,False
88,VID_20220217_105612_F0.png,baya,785,485,25.11561,False
90,VID_20220217_105612_F0.png,baya,561,277,23.35972,False
92,VID_20220217_105612_F0.png,baya,580,360,19.92092,False
94,VID_20220217_105612_F0.png,baya,847,485,23.10537,False
96,VID_20220217_105612_F0.png,baya,925,471,25.45594,False
98,VID_20220217_105612_F0.png,baya,640,212,19.84181,False
100,VID_20220217_105612_F0.png,baya,601,374,23.42518,False
102,VID_20220217_105612_F0.png,baya,677,205,20.44936,False
104,VID_20220217_105612_F0.png,baya,831,377,24.013,False
106,VID_20220217_105612_F0.png,baya,660,324,21.47567,False
108,VID_20220217_105612_F0.png,baya,958,421,21.46941,False
110,VID_20220217_105612_F0.png,baya,676,493,22.60713,False
0,VID_20220217_105534_F0.png,baya,797,590,21.37109,True
1,VID_20220217_105534_F0.png,baya,791,9,NULL,False
2,VID_20220217_105534_F0.png,baya,771,617,22.34927,True
3,VID_20220217_105534_F0.png,baya,766,48,NULL,False
4,VID_20220217_105534_F0.png,baya,856,638,23.08972,True
5,VID_20220217_105534_F0.png,baya,844,61,NULL,False
6,VID_20220217_105534_F0.png,baya,719,756,21.81759,True
7,VID_20220217_105534_F0.png,baya,711,122,NULL,False
8,VID_20220217_105534_F0.png,baya,870,666,21.94139,True
9,VID_20220217_105534_F0.png,baya,861,77,NULL,False
10,VID_20220217_105534_F0.png,keypoint,438,203,NULL,False
11,VID_20220217_105534_F0.png,baya,829,672,21.25941,True
12,VID_20220217_105534_F0.png,baya,817,88,NULL,False
13,VID_20220217_105534_F0.png,cal_1,448,461,NULL,False
15,VID_20220217_105534_F0.png,baya,569,720,22.54341,True
16,VID_20220217_105534_F0.png,baya,574,67,NULL,False
17,VID_20220217_105534_F0.png,baya,606,664,24.69864,True
18,VID_20220217_105534_F0.png,baya,605,90,NULL,False
19,VID_20220217_105534_F0.png,baya,673,746,19.94758,True
20,VID_20220217_105534_F0.png,baya,671,124,NULL,False
21,VID_20220217_105534_F0.png,baya,567,567,20.91154,True
23,VID_20220217_105534_F0.png,baya,698,709,23.33863,True
24,VID_20220217_105534_F0.png,baya,697,109,NULL,False
26,VID_20220217_105534_F0.png,val_1,338,460,NULL,False
27,VID_20220217_105534_F0.png,keypoint,864,903,NULL,False
29,VID_20220217_105534_F0.png,cal_2,503,461,NULL,False
30,VID_20220217_105534_F0.png,baya,556,587,21.66192,True
32,VID_20220217_105534_F0.png,baya,707,634,26.07187,True
33,VID_20220217_105534_F0.png,baya,701,63,NULL,False
34,VID_20220217_105534_F0.png,baya,901,640,22.53,True
35,VID_20220217_105534_F0.png,baya,888,61,NULL,False
36,VID_20220217_105534_F0.png,baya,632,754,21.51621,True
37,VID_20220217_105534_F0.png,baya,633,132,NULL,False
38,VID_20220217_105534_F0.png,keypoint,825,266,NULL,False
39,VID_20220217_105534_F0.png,baya,814,628,24.86227,True
40,VID_20220217_105534_F0.png,baya,807,50,NULL,False
41,VID_20220217_105534_F0.png,baya,755,591,18.30905,True
43,VID_20220217_105534_F0.png,keypoint,406,904,NULL,False
44,VID_20220217_105534_F0.png,baya,732,605,22.71006,True
45,VID_20220217_105534_F0.png,baya,727,24,NULL,False
